Text,Benigne,Cyber Terrorism,Cyber Bullying,Extremism
فاهجر تجد عوضا عما تفارقه,1,0,0,0
فتاه تحاول استعراض جسدها,0,0,1,0
فتحه نصره نوره بركته هداه,1,0,0,0
فدمك عود مع عنبر,1,0,0,0
فشرت عين الشيعه والله بنحرقهم حر,0,1,0,0
فشرت عينك,0,0,1,0
فشلوه مره صدق انهم دلوخ,0,0,1,0
فضحتونا من وين نحنا بال 48 عنا برامج هيك تافها ومخمج,0,0,1,0
فطست ضحك على الشايب,0,0,1,0
فعلا احس في نفسي دللك,1,0,0,0
فعلا البت جده لما تحتاج ليه هو الانسان الصادق هو البستاهل تضحي عشان,1,0,0,0
فعلا الطاقه الشمسيه هي البديل ليست النوويه لان حتى الدول المتقدمه صارت تتخلص من النووي تتجه للطاقه البديله خصوصا نحن الاردن بلد مشمس عالطول السنه الكلفه ما اتوقع اكثر من الطاقه النوويه,1,0,0,0
فعلا الله يبعدنا عن الكذب,1,0,0,0
فعلا الله يجزيك كل الخير دكتور والله يثبتنا على ديننا,1,0,0,0
فعلا اللي بيســتحوا ماتوا,0,0,1,0
فعلا ان الطموح هو سر النجاح,1,0,0,0
فعلا برنامج ساقط واللي بيتابعه اسقط منه,0,0,1,0
فعلا ده صحىح مثلا زى سماع الاغانى التى تلهى عن زكر الله لو تركتها لله ىملا الله قلبك بحبه ولاتشغل بالك الا بذكره,1,0,0,0
فعلا زي ما حكى اخر شي مهزله وانا مهزله اللي ضيعت وقتي اشوف هيك مسخره فعلا اني مسخره,0,0,1,0
فعلا فضايح ما توقعتها في شبابنا المتخلف اخلاقيا وصوتيا وبدنيا اها وعقليا بالتاكيد,0,0,1,0
فعلا في البدايه كلهم رائعون,1,0,0,0
فعلا مهزله,0,0,1,0
فعلا والله هو القرار والثبات عليه,1,0,0,0
فقد عجزت الكلمات,1,0,0,0
فلما الحزن فلقد اصبح الحزن صديقي,1,0,0,0
فما اجمل هذا الدين,1,0,0,0
فهم ادرى واخبر لا وبل اكثر انكارا للشيعه وامثالهم,0,1,0,0
فوق من اللي انت فيه ربك دايما جمبك لو ناديتو هتلاقيه جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار,1,0,0,0
فى ناس كتير ربنا كرمهم بنعمه الاسلام ولكنها لا تدرك قيمتها,1,0,0,0
في ايه يا ولاد الوثخه؟,0,0,1,0
في خطبه وحده رفض شيخ اخواني النووي الاردني و مدح النووي الايراني,0,0,0,1
في كل مناحي الحياه التكنولوجيا بديل عن البشر الا في التعليم التكنولوجيا تجعل عمل المعلم .. متعه لا بديلا عنه,1,0,0,0
فيديو بايخ,0,0,1,0
فيروسات بشريه,0,0,1,0
قال حكم قال,0,0,1,0
قرد زاني ابن حرام انقلع قبح الله صورتك ياخنزير,0,0,0.5,0.5
قرف شوهاد شي بخزي عنجد,0,0,1,0
قرف يعيع,0,0,1,0
قرف يقرف اللبنانيين شو تافهين,0,1,0,0
قرف يقرفك,0,0,1,0
قرفت انتحر عن الدرج,0,0,1,0
قريبا ان شاء لله تسمع اخبار تسركم,1,0,0,0
قصدك اخر ما توصل اليه العقل البشري من تفاهات,0,0,1,0
قصه جميله تعلم الناس كمان الامانه لان اذا اخذ القليل اخذا الكثير,1,0,0,0
قصه جميله جدا تعكس معنى الايمان التمسك بالعقيده الصحيحه حسن تعاليمها,1,0,0,0
قصه جميله مهمه جدا,1,0,0,0
قصه جميله ودايما انا بحب اسمع البرنامج,1,0,0,0
قصه حقيقيه رائعه فيها عبره لكل زوج وزوجه فيها الموده والرحمه,1,0,0,0
قصه رائعه افادك الله من العلم لتفيدنا دائما,1,0,0,0
قصه رائعه ياريت كل الرجال هيك,1,0,0,0
قصه فى منتهى الروعه,1,0,0,0
قصه في غايه الروعه,1,0,0,0
قل لي من تصاحب اقول لك من انت,1,0,0,0
قلت ادب,0,0,1,0
قلولهم هذا سوبر ستار مش مسابقه لبياع الخضار,0,0,1,0
قمه البلاغه,1,0,0,0
قمه التخلف البشري الله يشفيهم,0,0,1,0
قمه التخلف والانحطاط,0,0,1,0
قهروني حرام,0,0,0,1
قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق,1,0,0,0
قول يا رب وخد قرار,1,0,0,0
قول يارب ادعي كتير انك تكره هذه المعصيه وربنا كريم,1,0,0,0
قولى يارب ثم توكلى عليه انه نعم المولى نعم الوكيل احتسبى عنده ما تظنين انك لا تقدرين عليه,1,0,0,0
كارثه بشريه,0,0,1,0
كافر ملعون جهنم باذن الله,0,1,0,0
كاميرا خفيه في الانحطاط الاخلاقي,0,0,1,0
"كان خطاي الوحيد، اعطيت من لا يستحق اكثر من حقه",1,0,0,0
"كان نفسي اكون شخص بارد ، يتقبل اي حاجه من غير ما يتاثر.",1,0,0,0
كانت الحياه صعبه والمدرسين خشنين واغلبهم من الاردن وفلسطين لكنهم علمونا الادب والعلم غفر الله لامواتهم,1,0,0,0
"كانت العرب في الجاهليه، يصيبها التشاؤم ان رات رجل او امراه لون عينيه ازرق وكانت تعتقد انهم شياطين او مس شيطاني اصابهم وهم اجنه",1,0,0,0
كانت تسوي مقلب انها محترمه بعدين اعترفت انها,0,0,1,0
كانهم خرفان العيد عند المسلخ,0,0,1,0
"كباب كباب واخرتها لحم كلاب تكرمون ، احذروا",0,0,0,1
كتكوت ضعيف الجناح الدنيا غدرت ها,1,0,0,0
كتير رخيص ومقرف,0,0,1,0
كثر الكلام في هذان الموضوعين ولم يتحقق على الواقع شي اصبح المواطن يتبع سراب,0,0,0,1
كثر الله من امثالك زادك الله علم,1,0,0,0
كدا عيب اودني راحت فيها,0,0,1,0
كرامتى اولى,1,0,0,0
كرامتي افضل من سعادتي,1,0,0,0
"كرهت كلمه نازح، لاجئ، ازمه،  وضع،  توره، تاريخ،  جغرافيا",1,0,0,0
كس اخـتك,0,0,0,1
كس امكم يالعرب يابهايم يابقايا حضارات الامم,0,0,0,1
كسم البرامج العربيه متخلفه بنت شرموطه,0,0,0,1
كسم العته البشرى,0,0,0,1
كل الاحترام,1,0,0,0
"كل البدايات جميله لكن العبره دائما تكون بالختام,اما كسبت او تعلمت درس مستحيل تنساه.",1,0,0,0
كل النسخ العربيه والاجنبه كله تمثيل في تمثيل مسخره وعقول تاقهه,0,0,1,0
كل سنه وانتم طيبين,1,0,0,0
كل شخص فينا بيتمنى الخشوع في صلاته يا رب يتقبل صلاتنا صيامنا,1,0,0,0
كل شئ في حب الله تهون وحب ربنا اقوى بكتير من اى حاجه,1,0,0,0
كل شئ ماله معنى بهالحياه الا الفلوس هي الحياه وهي من تقرر مصير كل شئ بهالدنيا الا شئ واحد الموت لا يتناغم مع الفلوس,1,0,0,0
كل واحد حرامي ما بهمو مصلحه المسكين المواطن الي بشتغل 14ساعه 6دنانير,0,0,0,1
كل يوم اجتماعات ومناقشات وتحليلات ومفاوضات بشان سوريه وكلو حكي فاضي وعلاك مصدي اذا ما في نيه صادقه مخلصه من كل الاطراف لن تنتهي ماساتنا,0,0,0,1
كل يوم يصدمنا الاعلام بنتائج رقميه مجهوله المصدر والتوثيق والاستقراء حول التعليم في الاردن لتبرروا تغير المناهج المخزي لا لن تخدعونا,0,0,0,1
كلام بليغ اللهم ارزقنا الزوج الصالح من يعرف معني رفقا بالقوارير,1,0,0,0
كلام جميل,1,0,0,0
كلام جميل الكرامه افضل ابقى للانسان,1,0,0,0
كلام جى فى وقته,1,0,0,0
كلام حقيقي,1,0,0,0
كلام حلو ومشجع,1,0,0,0
كلام ذهب,1,0,0,0
كلام رائع وفي وقته وربنا قادر علي كل شئ,1,0,0,0
كلام سليم,1,0,0,0
كلام سليم الف بالميه الله,1,0,0,0
كلام سليم والصراحه راحه,1,0,0,0
كلام صحيح من شان هيك الدول اللي ما فيها بطاله والمجتمعات المفتوحه بتقل فيها المشاكل النفسيه,1,0,0,0
كلام طيب,1,0,0,0
كلام ما في جدل,1,0,0,0
كلامك جميل ورائع,1,0,0,0
كلامك يشعرني بالتفاؤل يمدني بالقوه الاستمرار,1,0,0,0
كلب واطي,0,0,1,0
كلب وحقير,0,0,1,0
كلمات رائعه حلوه لا احلى ان يكونو في النهايه رائعون,1,0,0,0
كلماتك عذبه,1,0,0,0
كـلمه حب عـجـبـتـنـى جـيـت  اقــؤلها جــرحـتـنـى,1,0,0,0
كلنا ما انتصرنا على نفسنا وعلى الحاجه ددي الي متعبتنا ومبعدتنا عن الله,1,0,0,0
كله على راس المواطن ما يثير السخريه رفع اسعار المستقات النفطيه المستخدمه في الصناعه تقول صناعتنا مكسره الدنيا,0,0,0,1
كلهم فاجرين,0,0,1,0
كلهم معندهمش احساس,0,0,1,0
كلو حكي فاضي,0,0,1,0
كم هي ثقيله على لسانك .. فرائحه الدجل والنفاق بنظرات عيونك !! ,0,0,1,0
كن انت التغير الذي تريد ان تراه,1,0,0,0
كن انت ذلك الشخص,1,0,0,0
كن ايجابيا وتذكر ان قليلا من التفاؤل قد يصنع الف طريق نحو السعاده صباحكم مليان طاقه ايجابيه,1,0,0,0
كن كما انت لا تتغير من اجل احد,1,0,0,0
كن مع الله لا تبالي,1,0,0,0
كنا نقول البلد حاميها حراميها ماذا سنقول الان مفتيها حراميها الله الواحد تحير في هذه الامه التي اصبح الحليم فيها حيران,0,1,0,0
كنا نقول عاهات,0,0,1,0
كنت اخادع الحياه لكي اعيش كما اريد لكن الحياه خدعتني عشت كما هي تريد,1,0,0,0
كنت اشوف الاجانب اقول موسوسين,1,0,0,0
كيد النساء لولا مكر الرجال لما خلقت حــواء بكيــد عظيــم,0,0,1,0
كيف صرت كاتب يا زلمه ؟؟ انت كثير عليك حمار,0,0,1,0
كيف لا احبه و في كل مساء يهديني شيئا من روحه ,1,0,0,0
كيف يجتمع ستر وغض البصر,1,0,0,0
لا احنا نتبع نظام مختلط بين الراسماليه والاشتراكيه,1,0,0,0
لا استطيع اللهم ارزقنا العافيه وشكر نعمتك,1,0,0,0
لا اله الا الله محمد رسول الله,1,0,0,0
لا بقلو بيضه حكي فارط نحن الاردنيه ما حد بيطلع معنا براس,0,0,0,1
لا تتهاون بحجاب زوجتك  فهناك رجال في الطرقات في قلوبهم مرض يتمتعون بالنظر لنساء,0,0,0,1
"لا تحاول لفت انتباه احد , ان لم تكن ملفت بالفطره ستبدو احمقا بالتظاهر",1,0,0,0
لا تحزن الدنيا ما فيها اشي تحزن عليه,1,0,0,0
لا تحزن ان الله معك,1,0,0,0
لا تحزن على دنا فانيه بل احزن على اخره باقيه,1,0,0,0
"لا تخسر قيمتك بكلمه، ولا تفقد احترامك بزله، ولا تجعل همك في الدنيا هو حب الناس لك،فالناس قلوبهم متقلبه قد تحبك اليوم و تكرهك غدا",1,0,0,0
لا تعليق,1,0,0,0
لا تفهمي غلط حبيبتي,1,0,0,0
لا تقنتوا من رحمه الله فهي وسعت كل شيء مهما عصينا فلنا رب كبير رحيم ورحمن,1,0,0,0
"لا تياسوا من روح الله، الله تعالى لا يعجزه شيء، فكم من مريض شفاه، وكم من فقير اغناه، وكم من مشرف على الهلاك نجاه، وكم من ضال هداه",1,0,0,0
لا حول ولا قوه الا بالله اذا اخذ ما اوهب اسقط ما اوجب,0,0,1,0
لا حول ولا قوه الا بالله العظيم  لم اكن اعلم ان نسبه ذكاء العرب منخفضه جدا الى هذا الحد,0,0,1,0
لا حول ولا قوه الا بالله ليش الحرج هدا,0,0,1,0
لا ربنا يرحمنا برحمته,1,0,0,0
لا شو انا مسخره كلكو خنازير,0,0,1,0
لا طبعا التقرب الى الله هو خير علاج للحالات النفسيه,1,0,0,0
لا عنجد زلمه شكلو بخوف,0,0,1,0
لا كرامه في الحب والغرام,1,0,0,0
لا للمفاعل داخل الاردن,1,0,0,0
لا محاله اول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهره,0,0,0,1
لا مش فاهماك,1,0,0,0
لا مو حقودين ولا شي,1,0,0,0
لا مو حلو و بخزي,0,0,1,0
لا نووي ولا صوبه بواري كالعاده نصبه جديده,0,1,0,0
لا هديله بالجزمه طبعا,0,0,1,0
لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصه حراميه,0,0,0,1
لا والله ما بلسه يع,0,0,1,0
لا والله ماهم اللي مسخره انا اللي مسخره اللي تفرجت عليهم,0,0,1,0
لا وحده مع القران هو انيسي ام الغرام فلا احتاجه مطلقا,1,0,0,0
لا ياس مع الحياه,1,0,0,0
لا ياعزيزتي انا عايشه بالمحكمه واشوف تسلط وظلم كبير من اشباه الرجال بس بالنهايه المظلومه تجد من ينتصر لها وبكل هدوء بدون افلام,1,0,0,0
لا يشكي قله المال لكنه يشكو امانه الرجال,1,0,0,0
لا يعني الغبي يدري انه كاتب اسمها بالورقه مايبيلها ذكاء ترى,0,0,1,0
لا يغير الله ما بقوم حتى يغيروا ما بانفسهم,1,0,0,0
لا يوجد كفائات بالاردن قادره على اداره هكذا مشروع,0,0,1,0
"لاتتحدث بقوتك امام ضعيف ، و لا بسعادتك امام حزين ، و لا بمالك امام فقير، زن كلامك و راع شعور الاخرين",1,0,0,0
لاتحزن فان الحسنه بعشره امثالها الى سبعمائه ضعف الى اضعاف كثيره و السيئه بمثلها الا ان يعفو ربك يتجاوز فكم لله من كرم ما سمع مثله و من جود لا يقاربه جود,1,0,0,0
لاتنساني من دعائك الصالح شيخنا,1,0,0,0
لازم اخر ما توصل اليه العقل البشري من غباء اخوكم حمزه اللهواني من الاردن,0,0,1,0
لازم كل واحد فينا يفكر بشكل ايجابي يبعد عنه السلبيات,1,0,0,0
لازم يحكم عليهم بالسجن,0,1,0,0
لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني,0,0,1,0
لان ديانا كرزون البغله الاردنيه لا تستحق ذلك,0,0,1,0
لان ما بعتقد انو في هالقد عاهات ما بيعرفوا انو صوتهم نشاز لانو كتيير نشاز وازا في رح تكون حالات استثنائيه مو بهاد الكم الكبير,0,0,1,0
لانه النووي ضرره علينا اكتر بكتير من فوائده,1,0,0,0
لانهم يمكن يكونو قاهرينك,0,0,0.4,0.6
لبنان وزبالتوا,0,1,0,0
لتصل الى القمه لا تلتفت الى مغريات الطريق,1,0,0,0
لجنه تافهه,0,0,1,0
لجنه حكم ماعندها ذره احترام,0,0,1,0
لجنه زباله من اذا بفهمو بالفن خاصه ابو النظارات اللي مش موجود بالفيديو,0,0,0.8,0.2
لجنه فاشله تتمسخر على المتقدمين,0,0,1,0
لدى الاردن مؤهلات عظيمه لاستغلال الطاقه الشمسيه وطاقه الرياح وطاقه باطن الارض والوقود الحيوي. وكلها طاقه امنه ونظيفه ومتجدده.,1,0,0,0
لست الافضل لكن لي اسلوبي ساظل دائما اتقبل راي الناقد الحاسد,1,0,0,0
لسنا مجبرين على تبرير المواقف لمن يسىء الظن بنا من يعرفنا جيدا يفهمنا جيدا فالعين تكذب نفسها ان احبّت ,1,0,0,0
لعن الله المتشبهين من الرجال للنساء,0,0,0.8,0.2
لعنكم الله جهنم وبئس المصير ايها العازفون,0,0.7,0,0.3
لقد اتحفتمونا بلجوكم لجيبتنا التي انفجرت بفضلكم الفاسدين يتنعمون باموالنا فهل اصبح فاسدا لاعيش,0,1,0,0
لقد اسمعت لو ناديت حيا.. ولكن لا حياه لمن تنادي ولو نارا نفخت بها اضاءت .ولكن انت تنفخ في الرماد ,0,0,0.1,0.9
لك كلك ذوق حكمه,1,0,0,0
لكل مجتهد نصيب ... من لديه هدف ويثابر عليه حتما بعد امر الله سوف يصل,1,0,0,0
لكن للاسف عنا كلمه معاق في الحياه العامه في الاردن تستخدم للتعبير عن الشخص الغبي علشان هيك انا قلت ذوي الاحتياجات الخاصه افضل,1,0,0,0
لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه,0,0,1,0
للاسف اصبحنا غرباء في اوطاننا اصبح الوطن وكانه ليس لنا اصبح الوطن ملك خاص لتاجرين والمتنفذين,0,0,0.1,0.9
للاسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصاديه ولكن الاردن لا يمتلك موارد ماليه وهذا يعني الحاجه لشريك اجنبي كما اعلنت هيئه الطاقه يملك غالبيه الاسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الاكبر من المفاعل ولن يكون ملك للاردن وبالتالي ستقوم الحكومه ايضا بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل,1,0,0,0
للاسف لسا في مدارس بتخلخل عظام الطلاب من البرد عن مدارس قرى الاْردن و المناطق الشعبيه عّم بحكي,1,0,0,0
للبرنامج التافه الي يسمح لهذا الشي,0,0,1,0
لله يحرق قلبك يبشار,0,1,0,0
للهم اعنا على ادراك هذا المعنى العظيم يا رب,1,0,0,0
للهم املا قلبي بحبك وحب نبيك وحب كل عمل يقربني الي حبك,1,0,0,0
للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات,0,0.9,0,0.1
للي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الاردن المنطقه اللي حولها لان الفساد الموجود بالاردن مش موجود بدوله اخرى هذا يعني ان الفاسدين رايحين يسمسروا يلهفوا لما يوصلوا اشكل مفاعل للاردن ناسين ان المفاعل يحتاج الى بحر ماء للتبريد نحن لانملك ماء للشرب ناسين ان التطور يكون بمشاركه الجميع ليس بقرار فردي ناسين ان الذي اقر المفاعل هو المحتكر الاول هيئه الطاقه ان شاغرها بقي معلق اثناء فتره تسلم طوقان وزاره التربيه والتعليم لدول المتقدمه بدات تبحث عن بدائل للمفاعلات نحن بنشتري الخربان منهم مشان التقدم بلدنا بفضل الله لديها طاقه الرياح طاقه الشمس لماذا لا يتم استغلالها بدل المفاعل النووي طالما اكلنا معظمه فاسد غير صالح بسبب الجشع الطمع الفساد,0,0.8,0,0.8
لما اجد فيها الا الجراح,1,0,0,0
لما تكثر عليا الالتزامات يصير كل اللي نفسي اسويه استلقي على ظهري واسولف للسماء,1,0,0,0
لن تموت نفس حتى تستكمل رزقها اجلها,1,0,0,0
لن يقفل باب مدينتنا فانا ذاهبه لاصلي سادق على الابواب و سافتحها الابواب و ستغسل يا نهر الاردن وجهي بمياه قدسيه و ستمحو يا نهر الاردن اثار القدم الهمجيه,1,0,0,0
لنفترض جدلا ان لا اضرار صحيه بيئيه سينتج عن بناء مفاعلات نوويه سلميه دعونا نفكر في الكلفه من حيث اولا: كلفه بناء عاليه جدا لعدم امتلاكنا لهذه التكنولوجيا على شكل ديون تثفل كاهل العشر اجيال القادمه  ثانيا: لنفس السبب سنستورد خبراء للتشغيل لسنوات طويله مما يزيد كلفه الطاقه ليس العكس ناهيك عن حصول اي اخطاء مفترضه مستقبلا ثالثا: اين هو المكان البعيد عن المدن في الاردن واين مصدر المياه الكافيه للتبريد رابعا:من حق المواطنين اصحاب القرار الحصول على تقرير منشور للاثر البيئي مسبقا بنفس الوقت نستطيع الحصول على نفس كميه الطاقه من الصخر الزيتي الذي نمتلك منه احتياطي هائل من الغاز الطبيعي المؤمل مستقبلا من الطاقه الشمسيه من طاقه الرياح بكلف نسبيا اقل بكثير من النووي دون اعباء ديون اضافيه,1,0,0,0
لهل درجه في متخلفين في الوطن العربي؟؟؟؟؟؟,0,0,0.9,0.1
لهم صارو يبيعو يشترو في البلد متل ما بدهم,0,0,1,0
لو اغلقت الابواب في وجهك واظلمت الدنيا  خنقتك الدموع و ضاقت بك الارض استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من امرك,1,0,0,0
لو حد يا جماعه يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو,0,0,1,0
لو سمحت لا تقول اخبار مغلوطه ولا ابعطيك انفولو جيب رابط الخبر وبلاش تصرف من راسك,0,0,1,0
لو طلعتي من الاردن وين تروحي,1,0,0,0
لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر,0,0,1,0
لو كان للحب رائحه .. لكانت رائحه القهوه في يوم ممطر,1,0,0,0
لو نريد الخشوع حقا نطلق الدنيا,1,0,0,0
لو يبطلو سرقه بهالخزينه الله الشعب ليعيش لكو ارحمونا حرام عليكم,0,0.7,0,0.3
لو يدرس في جامعات مصر او الاردن يعرف الدراسه والعلم الحقيقي وهناك اللي يقدرون نسبته وتفوقه,1,0,0,0
لو يطلع عليهم  بفضحو عرضهم كلهم,0,0,1,0
لوين ندكم توصلونا الله هموم المصاريف قتلت الصغير قبل الكبير الله ياخذ حقنا منكم لا يباركلكم,0,0.6,0,0.4
لى جماعه الاخوان الخسيسه كيف بدكو الوطن يتصلح وانتو قسمتوه لفريقيين كل واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين,0,1,0,0
ليت بعض الذكريات ينعمل لها فورمات ,1,0,0,0
ليت كل ايام السنه رمضان,1,0,0,0
ليتنا نستطيع الابتسامه في الاوقات المؤلمه,1,0,0,0
ليس هناك شخص معاق بل هناك مجتمع يعيق,0,0,0,1
ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل,1,0,0,0
ليش تتضحكو مش حلو,0,0,1,0
ليش ما نتعلم من الي صار في اليابان  وروسيا  المانيا الغت نظرتها في بناء مفاعلات نوويه استخدام الطاقه البديله,1,0,0,0
ليش محشورين على بعض كذا خلصت الطاولات مالقو الا الطاوله الخايسه,0,0,1,0
ليش معصب يا عدوله,1,0,0,0
ليش هيك معجبين على الاردني,0,0,1,0
ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب,0,0.9,0,0.1
ما اثقل دمك ما اغباك,0,0,1,0
ما اجمل الاخاء,1,0,0,0
ما اجمل الحياه برضى الله,1,0,0,0
ما اجمل الصبر الاصرار,1,0,0,0
ما اجمل الكلام والاروع ان نطبقه,1,0,0,0
ما اجمل الوفاء,1,0,0,0
ما اجمل ديننا الاسلامي,1,0,0,0
ما اجمل من مثل هذا الحُب الصادق الشفا,1,0,0,0
ما احسنهم الله يكون معهم,1,0,0,0
ما احقر الاصدقاء حينما يصبحون غرباء فجاه,0,0,1,0
ما احلى الوجود بقرب الله,1,0,0,0
ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله,1,0,0,0
ما اروع برنامج الطريق الى الله,1,0,0,0
ما اروعهم,1,0,0,0
ما ازنخ منك الى هاي اللينكات اللي بتسم البدن بتتعب يعني لما توخد الصوره وتنزلها تنزيل عادي,0,0,1,0
ما ازنخك انت مقالاتك,0,0,1,0
ما اسخفك,0,0,1,0
ما اضيق العيش لولا فسحه الامل  الحمد لله,1,0,0,0
ما اقسى غربه الروح,1,0,0,0
ما الزه شكله بشهي بدييييي,1,0,0,0
ما انا شطبت,1,0,0,0
ما بتحبو حد,0,0,1,0
ما بدي غير 10 يعملو لايك للبيج,1,0,0,0
"ما بقى للسحيجه اشي يسترزقوا منه ،فضائح شركه الولاء وموارد والفوسفات والفساد عادت الى الواجهه .",0,0.7,0,0.3
ما بكره حد قدك,0,0,1,0
ما حد بيتحكم فيي,1,0,0,0
ما سال لله الهادي الخالق,1,0,0,0
ما شاء الله ... ونعم التعليم في الاردن .... ابدعوا الشباب !!!,1,0,0,0
ما شاء الله العطله ماثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسه كل واحد بكشر من جهه,0,0,1,0
ما شاء الله الله يثبتك,1,0,0,0
ما شاء الله جميله جدا,1,0,0,0
ما شاء الله على هلتفائل الي عنده,1,0,0,0
ما شاء الله والله انها امر متل الكرتون,1,0,0,0
ما عندهم هو قله احترام للمشتركين وفله ادب تجاه المشاهدين,0,0,1,0
ما في احلى من التفائل الواحد بعيش مرتاح,1,0,0,0
ما في احلى من الفرح,1,0,0,0
ما في احلى من انه الواحد يوكل وينام,1,0,0,0
ما في داعي لمصايب جديده للبشر وللبيئه,0,0,0,1
ما فيها شك,1,0,0,0
ما هيك بيقولوا للاسف ما عجبت حدا انت جاهل يا هذا ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله انت غبي يا صاحبل هذا البوست لا تفقه شيئا من العلم الدين انت هيك تبين انك في قمه الجهل العار قل كلاما جيدا محببا لا تتلفظ بالكلام السيئ انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا اولي الالباب,0,0,0.6,0.4
ما يستحون هم جايين لو انا منهم اروح اقشر بصل,0,0,1,0
مابتحكي معه هيك انزلع لاعاد اشووفك جلطتني,0,0,1,0
مات في القريه قردا فاسترحنا من اذاه خلف الملعون عجوزا فاق في الخرف اباه,0,0,0.9,0.1
ماجمل الحب الاخوه في الله ان نخاف على بعضنا حتى في علاقتنا مع ربنا شئ رائع جدا,1,0,0,0
ماخاب من دعا الى الله,1,0,0,0
ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الرائع في الحوار,1,0,0,0
ماشي هسا انا صرت وله طيب في حدا بيشبهك كتتير,0,0,1,0
ماعندك شرف,0,0,0.5,0.5
مافى اجمل من قوله يارب ومن يتجه الى الله عز وجل لن يتركه الله ابدا,1,0,0,0
ماكرمك يا ربي يا كريم,1,0,0,0
ماكل روح الخل,1,0,0,0
مالك دين مثل الكلاب الضاله الا اقولك مثل مومسات عاهرات المراقص عندكن,0,0,0.1,0.9
مالكيش حظ فـي اصحابك ولا اهلك,0,0,1,0
مالكيش ف الطيب نصيب,0,0,1,0
مايستحون,0,0,1,0
مبارك الفوز,1,0,0,0
مبرد وجوهكم,0,0,1,0
مت عليهم حيطه هالانذال اصحاب الاجندات الخاصه الخارجيه العميله,0,0.5,0,0.5
متخافش يامؤمن قول يارب وحب ربك ده هو اللى خلق النعمه اللى انت متعلق بيها يعنى هو اعظم من النعمه دى وانت عارف كده,1,0,0,0
متسمم فكره الولد وصارت حالته صعبه يا حنين انت,0,0,1,0
متفقين معهم البرنامج خايس,0,0,1,0
متهور وكذاب,0,0,1,0
متى رح نشوف صحفيين يكشفوا فضائح الفساد وما يخافوا من اي جهه,0,0.2,0,0.8
متى يجي عام 2050 عشان ادخل رجلي مع الشاشه واحطها بفمك,0,0,1,0
مثال جميل جدا عبره لكل من يحمل رساله الاسلام,1,0,0,0
مثل الاميره من حواليها حرس تمشي دلع و من الترف متعاليه ما كل خيال يروض له فرس مهره اصيله من حلاها غاليه,1,0,0,0
مجانين احد يضحك عليك وانتم قدامه وتكمل,0,0,1,0
مجانين العرب,0,0,1,0
مجنون صوتها انا,1,0,0,0
محششين خخخخ,0,0,1,0
محظوظه هي تلك الفتاه التي سانقل ملابسي من غساله امي الى غسالتها,1,0,0,0
مخالفات السير اصبحت تشكل عبئ اقتصادي على المواطن ,1,0,0,0
مرره دلوع,0,0,1,0
مزعج الي كثييير,0,0,1,0
مساكين ها البشر,0,0,1,0
مستحيل اثق بذوق حدا ما بحب يسمع لام كلثوم,0,0,1,0
مسخره والله,0,0,1,0
مسوي انه مندهش,0,0,1,0
مش النووي ان صار وما اظنش اسرائيل تسمح باقامته بهالسهوله هو اللي بيعني انو نحن متطورين او متقدمين,1,0,0,0
مش باين منيح ليش عم تكذبو,0,0,0,1
مش شايف العالم مش ملاقيه الخبز كل واحد بشتغل على سياره رح يوكل هوا بارتفاع المحروقات الاكل الشرب رح يرتفع,0,0,0,1
مش طبيعي سماكه الدم شو ها عدوله خرب المفطع لشو المبالغه والاوفر يعني,0,0,1,0
مش عاجبو الوضع الي هو فيه,1,0,0,0
مش عارف كيف الناس بتحبك يا زلمه؟,0,0,1,0
مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون,0,0,1,0
مش عارف ليه بيتحوله هما الى دواره عليك وكان نفسهم تكون معاهم فى الاول,1,0,0,0
